cluster	status	loglr	df	p	p.adjust	genes	annotations
chr10:clu_554_-	Success	0.11376953125	1.0	0.6333546108694919	0.7270068706171077	ENSG00000170759.11	PR
chr10:clu_555_-	Success	2.573272705078125	2.0	0.07628547657973257	0.14080887527272223	ENSG00000120616.16	PR
chr10:clu_556_-	Success	0.18438720703125	2.0	0.8316137347916028	0.8653911611137497	ENSG00000120616.16	NE,PR,UP
chr10:clu_557_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000120616.16	PR
chr10:clu_558_-	Success	1.160247802734375	2.0	0.31340850777399565	0.4222449027566051	ENSG00000150093.20	PR
chr10:clu_559_-	Success	1.6161041259765625	2.0	0.198671191273712	0.30945438343377446	ENSG00000150093.20	PR
chr10:clu_55_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000165630.15	NE
chr10:clu_560_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000099250.18	PR
chr10:clu_561_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000099250.18	PR
chr10:clu_562_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000099250.18	PR
chr10:clu_563_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148498.17	PR
chr10:clu_564_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148498.17	PR
chr10:clu_565_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000148498.17	PR
chr10:clu_566_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148498.17	PR
chr10:clu_567_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148498.17	PR
chr10:clu_568_-	Success	0.6533203125	2.0	0.5203152961009507	0.6300928007696485	ENSG00000108094.17	PR
chr10:clu_569_-	Success	5.32061767578125	3.0	0.013832795469496548	0.03256146798718569	ENSG00000108094.17	PR
chr10:clu_56_+	Success	4.1986083984375	3.0	0.03847760516806036	0.07902998316381024	ENSG00000187522.16,ENSG00000284024.4	PR,UP
chr10:clu_570_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000271335.6	IN
chr10:clu_571_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000226578.1,ENSG00000198105.16	PR,UP
chr10:clu_572_-	Success	6.604949951171875	4.0	0.010294447502535473	0.025674842283109307	ENSG00000198105.16	NE,PR
chr10:clu_573_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000175395.16	PR,UP
chr10:clu_574_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000175395.16	PR,UP
chr10:clu_575_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000234420.9	IN
chr10:clu_576_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000234420.9	IN
chr10:clu_577_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000196693.15	PR
chr10:clu_578_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000196693.15	PR,UP
chr10:clu_579_-	Success	2.88677978515625	4.0	0.21670922757649866	0.3289897331686701	ENSG00000196693.15	NE,PR
chr10:clu_57_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000187522.16	PR
chr10:clu_580_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000169813.17	PR
chr10:clu_581_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000196793.14	PR
chr10:clu_582_-	Success	3.198577880859375	1.0	0.011430334268352622	0.027524770450803152	ENSG00000169740.14	PR,UP
chr10:clu_583_-	Success	7.006378173828125	1.0	0.00018157460596123973	0.0008269539119321679	ENSG00000169740.14	PR
chr10:clu_584_-	Success	14.430145263671875	2.0	5.408384244185425e-07	4.120205451479442e-06	ENSG00000165406.16	PR
chr10:clu_585_-	Success	1.708740234375	3.0	0.33162338326577917	0.4411117383757507	ENSG00000165406.16	NE,PR
chr10:clu_586_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000172671.20	PR,UP
chr10:clu_587_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000172671.20	PR,UP
chr10:clu_588_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000172671.20	NE,PR
chr10:clu_589_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000172671.20	NE,PR
chr10:clu_58_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000152455.16	NE,PR
chr10:clu_590_-	Success	1.370361328125	2.0	0.2540151601474079	0.3670081106957376	ENSG00000266412.6	PR
chr10:clu_591_-	Success	8.11181640625	4.0	0.0027333034978074097	0.008065170180150032	ENSG00000266412.6	PR
chr10:clu_592_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000254929.6	IN
chr10:clu_593_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000170324.21	PR
chr10:clu_594_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000170324.21	PR
chr10:clu_595_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000128805.15	NE,PR
chr10:clu_596_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000128805.15	NE,PR
chr10:clu_597_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000128805.15	PR
chr10:clu_598_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000128805.15	NE,PR
chr10:clu_599_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000128805.15	PR
chr10:clu_59_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000152455.16	PR
chr10:clu_5_+	Success	1.16839599609375	1.0	0.126349516226325	0.2117617891953207	ENSG00000015171.21	PR
chr10:clu_600_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000204161.14	PR
chr10:clu_601_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000225830.16	PR
chr10:clu_602_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000225830.16	PR,UP
chr10:clu_603_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000197444.10	PR
chr10:clu_604_-	Success	1.8553619384765625	2.0	0.1563963265816186	0.2533277390731243	ENSG00000227345.9	PR,UP
chr10:clu_605_-	Success	0.0645751953125	1.0	0.7193145743754226	0.7931389649034265	ENSG00000227345.9	PR
chr10:clu_606_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000227345.9	PR,UP
chr10:clu_607_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000290956.1,ENSG00000235618.9	IN
chr10:clu_608_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000188611.17	PR
chr10:clu_609_-	Success	0.3375244140625	2.0	0.7135345542166482	0.7909285138009936	ENSG00000198964.14	PR
chr10:clu_60_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000197889.10	NE,PR,UP
chr10:clu_610_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000198964.14	NE,PR
chr10:clu_611_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000198964.14	PR
chr10:clu_612_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000198964.14	NE,PR
chr10:clu_613_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000150275.20	PR
chr10:clu_614_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000122952.17	PR,UP
chr10:clu_615_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000122952.17	NE,PR
chr10:clu_616_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148541.13	PR
chr10:clu_617_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148541.13	PR
chr10:clu_618_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000148541.13	PR,UP
chr10:clu_619_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000148541.13	PR,UP
chr10:clu_61_+	Success	9.3377685546875	4.0	0.0009100923173266812	0.003075231298063544	ENSG00000152464.15	PR
chr10:clu_620_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000148541.13	PR,UP
chr10:clu_621_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148541.13	PR
chr10:clu_622_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_623_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_624_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_625_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_626_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_627_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_628_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151150.22	PR
chr10:clu_629_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000122877.18,ENSG00000289487.1	NE,PR
chr10:clu_62_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165983.15	PR
chr10:clu_630_-	Success	1.2663955688476562	1.0	0.11150282597368225	0.19147411509415108	ENSG00000171988.20	PR,UP
chr10:clu_631_-	Success	0.7461738586425781	1.0	0.22185255526095682	0.33317641811591725	ENSG00000171988.20	PR
chr10:clu_632_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000171988.20	PR,UP
chr10:clu_633_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000171988.20	NE,PR
chr10:clu_634_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000108176.15	PR,UP
chr10:clu_635_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000108176.15	PR,UP
chr10:clu_636_-	Success	8.0869140625	2.0	0.00030753733529330314	0.0013015974089686266	ENSG00000148634.16	PR
chr10:clu_637_-	Success	32.838134765625	2.0	5.477460763702674e-15	1.2079242421007477e-13	ENSG00000148634.16	PR
chr10:clu_638_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148634.16	NE,PR,UP
chr10:clu_639_-	Success	0.497161865234375	1.0	0.3186879081669118	0.4266141646068244	ENSG00000148634.16	PR,UP
chr10:clu_63_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165983.15	PR
chr10:clu_640_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000148634.16	PR
chr10:clu_641_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148634.16	NE,PR
chr10:clu_642_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148634.16	NE,PR
chr10:clu_643_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000108187.16	PR
chr10:clu_644_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000204130.14	PR
chr10:clu_645_-	Success	0.37249755859375	2.0	0.689011333712404	0.7739832408190276	ENSG00000204130.14	PR
chr10:clu_646_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000204130.14	PR
chr10:clu_647_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000138346.15	PR,UP
chr10:clu_648_-	Success	0.29595947265625	2.0	0.7438175723597827	0.8046657860820206	ENSG00000122912.15	PR,UP
chr10:clu_649_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000122912.15	PR,UP
chr10:clu_64_+	Success	2.0321426391601562	2.0	0.13105441777685004	0.21758177489936414	ENSG00000136738.15	NE,PR
chr10:clu_650_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000042286.15	PR
chr10:clu_651_-	Success	1.035888671875	3.0	0.5576434658590024	0.6592920840560834	ENSG00000156521.14	PR,UP
chr10:clu_652_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000079332.15	PR
chr10:clu_653_-	Success	24.54498291015625	2.0	2.1890181561612454e-11	3.0573286914385396e-10	ENSG00000079332.15	PR
chr10:clu_654_-	Success	0.0932769775390625	1.0	0.6658003418109845	0.7519416259266913	ENSG00000180817.12	NE,PR
chr10:clu_655_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000180817.12	NE,PR
chr10:clu_656_-	Success	23.836181640625	7.0	4.126188976845271e-08	3.4577463625963374e-07	ENSG00000172731.15	PR
chr10:clu_657_-	Success	1.17694091796875	1.0	0.12497146530144519	0.21029334924219092	ENSG00000166228.9	PR,UP
chr10:clu_658_-	Success	5.0693206787109375	1.0	0.001451931390902214	0.004506364835466872	ENSG00000166228.9	PR,UP
chr10:clu_659_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000107738.20	PR
chr10:clu_65_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148482.12	PR
chr10:clu_660_-	Success	50.0859375	2.0	1.7699203505235427e-22	1.0594237526705205e-20	ENSG00000197746.15	PR
chr10:clu_661_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107742.14	PR
chr10:clu_662_-	Success	7.5234375	5.0	0.010163914846394747	0.02550107976430778	ENSG00000138303.18	PR
chr10:clu_663_-	Success	4.832275390625	2.0	0.007968369469386049	0.020867167547954715	ENSG00000138303.18	PR
chr10:clu_664_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000138303.18	PR
chr10:clu_665_-	Success	0.1535491943359375	2.0	0.8576585712171364	0.8771321087977031	ENSG00000138303.18	NE,PR
chr10:clu_666_-	Success	9.64794921875	4.0	0.0006874084459926301	0.0025716440970617142	ENSG00000138303.18	PR
chr10:clu_667_-	Success	9.18682861328125	1.0	1.815506961543605e-05	0.00010142632225156941	ENSG00000148719.16	PR
chr10:clu_668_-	Success	0.071929931640625	2.0	0.930596098868732	0.9407801814714971	ENSG00000107745.20	PR,UP
chr10:clu_669_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000107745.20	PR
chr10:clu_66_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000148482.12	PR
chr10:clu_670_-	Success	21.14599609375	3.0	3.4786200389632353e-09	3.238981769612435e-08	ENSG00000107745.20	PR
chr10:clu_671_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107745.20	PR
chr10:clu_672_-	Success	1.3031463623046875	1.0	0.10644033157605592	0.18660459803501017	ENSG00000122884.13	PR
chr10:clu_673_-	Success	6.11669921875	1.0	0.0004694161959739878	0.001821160982528712	ENSG00000122884.13	PR
chr10:clu_674_-	Success	6.467529296875	1.0	0.0003224851427299405	0.001351212748038451	ENSG00000122884.13	PR
chr10:clu_675_-	Success	2.117431640625	4.0	0.37515268723561124	0.4810593902987718	ENSG00000122882.11	PR,UP
chr10:clu_676_-	Success	3.3800048828125	2.0	0.03404728848766764	0.07168750691624493	ENSG00000122882.11	PR
chr10:clu_677_-	Success	0.170745849609375	1.0	0.5589694478355277	0.6592920840560834	ENSG00000182180.14	PR
chr10:clu_678_-	Success	2.437652587890625	1.0	0.027243623188552328	0.060079358505281184	ENSG00000182180.14	NE,PR,UP
chr10:clu_679_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156042.19	PR
chr10:clu_67_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165995.24	PR
chr10:clu_680_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000156042.19	PR,UP
chr10:clu_681_-	Success	0.1668853759765625	2.0	0.8462966117004508	0.8736343903138558	ENSG00000138279.16	PR,UP
chr10:clu_682_-	Success	42.150634765625	2.0	4.945519431224712e-19	2.0721726416831544e-17	ENSG00000138279.16	PR
chr10:clu_683_-	Success	7.833251953125	3.0	0.0013272151072156932	0.004177121347532007	ENSG00000138279.16	NE,PR
chr10:clu_684_-	Success	7.03759765625	2.0	0.000878233849630141	0.003041156884256438	ENSG00000107758.16	PR
chr10:clu_685_-	Success	16.786865234375	3.0	2.43724148882794e-07	1.9268003468281264e-06	ENSG00000107758.16	PR
chr10:clu_686_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000166348.20	PR
chr10:clu_687_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000166348.20	PR
chr10:clu_688_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000166348.20	PR
chr10:clu_689_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000166348.20	PR
chr10:clu_68_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000165995.24	PR
chr10:clu_690_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000166348.20	NE,PR
chr10:clu_691_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000172650.15,ENSG00000242288.9	PR,UP
chr10:clu_692_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000271816.1,ENSG00000272140.2,ENSG00000242288.9	IN,NE
chr10:clu_693_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000271816.1,ENSG00000290737.1,ENSG00000242288.9	IN
chr10:clu_694_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000271816.1,ENSG00000290737.1,ENSG00000242288.9	IN
chr10:clu_695_-	Success	0.09031295776367188	1.0	0.6708358895596943	0.7555920368965375	ENSG00000272916.5,ENSG00000166507.19	PR,UP
chr10:clu_696_-	Success	0.416229248046875	1.0	0.3615625912797774	0.47121421381783896	ENSG00000272916.5,ENSG00000166507.19	PR,UP
chr10:clu_697_-	Success	40.3955078125	5.0	5.732469860923973e-16	1.4128852186630263e-14	ENSG00000148660.22	PR,UP
chr10:clu_698_-	Success	74.06298828125	6.0	1.9264229865383057e-29	2.6905707711985e-27	ENSG00000148660.22	PR
chr10:clu_699_-	Success	25.513427734375	2.0	8.311111725379829e-12	1.2436985046193385e-10	ENSG00000148660.22	PR
chr10:clu_69_+	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000231920.1	IN
chr10:clu_6_+	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000107937.19	PR
chr10:clu_700_-	Success	1.6552734375	2.0	0.19103981111462337	0.29867791364562385	ENSG00000148660.22	NE,PR
chr10:clu_701_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000148660.22	NE,PR
chr10:clu_702_-	Success	0.263671875	2.0	0.7682255723212539	0.8211390683739934	ENSG00000185009.13	PR
chr10:clu_703_-	Success	3.62921142578125	2.0	0.026537102635001555	0.05914386172375346	ENSG00000165644.11	PR
chr10:clu_704_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_705_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_706_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_707_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_708_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_709_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_70_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000078403.17	PR
chr10:clu_710_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_711_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_712_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000156113.25	PR
chr10:clu_713_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000151208.17	PR
chr10:clu_714_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000151208.17	PR,UP
chr10:clu_715_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000165424.7	PR
chr10:clu_716_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000225484.7	IN
chr10:clu_717_-	Success	1.8266143798828125	1.0	0.05596062755062466	0.1090581532265662	ENSG00000225484.7	IN
chr10:clu_718_-	Success	8.701416015625	6.0	0.007911400063670916	0.020848280670931536	ENSG00000225484.7	IN
chr10:clu_719_-	Success	0.5214614868164062	1.0	0.3071426386880027	0.4181211613161243	ENSG00000225484.7	IN
chr10:clu_71_+	Success	8.66326904296875	5.0	0.003920388631850652	0.011174441066295395	ENSG00000078403.17	NE,PR
chr10:clu_720_-	Success	15.35693359375	4.0	3.501630946513059e-06	2.3288624866491617e-05	ENSG00000122359.18	PR
chr10:clu_721_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000122359.18	PR
chr10:clu_722_-	Success	4.8623046875	4.0	0.04533110353519186	0.0904463446725971	ENSG00000122359.18	NE,PR
chr10:clu_723_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000182771.19	PR,UP
chr10:clu_724_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000223482.10	IN
chr10:clu_725_-	Success	4.773193359375	5.0	0.08915705821711131	0.16032964546338901	ENSG00000223482.10	IN
chr10:clu_726_-	Success	21.38720703125	3.0	2.7479257858349654e-09	2.616774782420115e-08	ENSG00000223482.10	IN
chr10:clu_727_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000184719.12	PR
chr10:clu_728_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000184719.12	PR
chr10:clu_729_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107796.13	PR
chr10:clu_72_+	Not enough valid samples	NA	NA	NA	NA	ENSG00000078403.17	NE,PR
chr10:clu_730_-	Success	0.46728515625	2.0	0.6267013571212641	0.7254709679417366	ENSG00000107798.18	PR
chr10:clu_731_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107798.18	NE
chr10:clu_732_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107798.18	NE
chr10:clu_733_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000152782.18	PR
chr10:clu_734_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000152782.18	PR
chr10:clu_735_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107864.15	PR
chr10:clu_736_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000107864.15	PR
chr10:clu_737_-	Success	7.0460205078125	6.0	0.02862474404499379	0.06279459557514346	ENSG00000119912.18	PR,UP
chr10:clu_738_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000119912.18	NE,PR
chr10:clu_739_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000138207.15	PR
chr10:clu_73_+	Success	25.6260986328125	4.0	1.9771258189430435e-10	2.1800413635187772e-09	ENSG00000078403.17	PR
chr10:clu_740_-	Success	8.23004150390625	1.0	4.968521955417323e-05	0.00025082056618311543	ENSG00000148690.12	PR,UP
chr10:clu_741_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000138115.15	NE,PR
chr10:clu_742_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000107438.9	PR,UP
chr10:clu_743_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_744_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_745_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_746_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_747_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_748_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_749_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_74_+	Success	6.4350128173828125	1.0	0.0003338870356947375	0.0013715555681970098	ENSG00000078403.17	PR
chr10:clu_750_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_751_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	PR
chr10:clu_752_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095637.23	NE,PR
chr10:clu_753_-	Success	0.378448486328125	1.0	0.3843013550192006	0.4909215480275763	ENSG00000059573.9	PR
chr10:clu_754_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000059573.9	NE,PR
chr10:clu_755_-	Success	1.206298828125	2.0	0.29930300378941915	0.4125261795650218	ENSG00000119977.22	PR
chr10:clu_756_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000226688.9	IN
chr10:clu_757_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000226688.9	IN
chr10:clu_758_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000226688.9	IN
chr10:clu_759_-	Success	3.46044921875	2.0	0.03141564635070969	0.06681804985252467	ENSG00000095585.18	PR
chr10:clu_75_+	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000269897.5,ENSG00000148444.16	PR
chr10:clu_760_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095585.18	PR
chr10:clu_761_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095585.18	PR
chr10:clu_762_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000197430.11	PR
chr10:clu_763_-	Success	4.684532165527344	1.0	0.0022067813735263905	0.006604581396482554	ENSG00000077147.16	PR,UP
chr10:clu_764_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000155629.15	PR,UP
chr10:clu_765_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000155629.15	NE,PR
chr10:clu_766_-	<=1 junction in cluster	NA	NA	NA	NA	ENSG00000187122.17	PR
chr10:clu_767_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000187122.17,ENSG00000269891.2	PR,UP
chr10:clu_768_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000269891.2,ENSG00000213390.11	PR
chr10:clu_769_-	<2 introns used in >=min_samples_per_intron samples	NA	NA	NA	NA	ENSG00000269891.2,ENSG00000213390.11	PR
chr10:clu_76_+	Success	17.447265625	5.0	1.579359487435002e-06	1.1409510779918377e-05	ENSG00000269897.5,ENSG00000148444.16	PR,UP
chr10:clu_770_-	Success	9.51904296875	2.0	7.343991502277494e-05	0.00034967414084707615	ENSG00000171311.13	PR,UP
chr10:clu_771_-	Success	12.21533203125	4.0	6.546765473199565e-05	0.00031529824520351926	ENSG00000171311.13	PR,UP
chr10:clu_772_-	Success	3.534423828125	3.0	0.0697354389852191	0.13221334359641088	ENSG00000155229.21	PR
chr10:clu_773_-	Success	0.5045166015625	1.0	0.31513456505790366	0.42320956012583855	ENSG00000155229.21	PR
chr10:clu_774_-	Success	4.201171875	3.0	0.038388702590363005	0.07902998316381024	ENSG00000155229.21	PR,UP
chr10:clu_775_-	Success	0.6832275390625	2.0	0.5049845021131711	0.6150828673994729	ENSG00000155229.21	PR,UP
chr10:clu_776_-	Success	0.0596160888671875	1.0	0.7298687511722466	0.7984726024573664	ENSG00000155229.21	PR
chr10:clu_777_-	Success	0.88116455078125	2.0	0.4143001570684228	0.5228667644929794	ENSG00000155229.21	PR,UP
chr10:clu_778_-	Success	13.6676025390625	2.0	1.159406247998252e-06	8.522652945811713e-06	ENSG00000155229.21	PR,UP
chr10:clu_779_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095713.14	PR
chr10:clu_77_+	Success	15.621826171875	6.0	2.2773178077714335e-05	0.00012233284121233726	ENSG00000168283.14,ENSG00000269897.5,ENSG00000148444.16	PR,UP
chr10:clu_780_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000095713.14	PR
chr10:clu_781_-	Not enough valid samples	NA	NA	NA	NA	ENSG00000119943.13	NE,PR,UP
chr10:clu_782_-	<=1 sample with coverage>min_coverage	NA	NA	NA	NA	ENSG00000119943.13	NE,PR
