intron	logef_Brain-FrontalCortex_BA9	psi_Cells-EBV-transformedlymphocytes	psi_Brain-FrontalCortex_BA9	deltapsi_Brain-FrontalCortex_BA9
chr10:110894198:110895947:clu_355_+:PR	-2.5646787	0.0047770324	0.00025343974	-0.0045235925
chr10:110894522:110895947:clu_355_+:PR	0.54538417	0.33387035	0.39717096	0.06330061
chr10:110919657:110951607:clu_356_+:PR	0.030393124	0.056559183	0.046930313	-0.00962887
chr10:110919657:110964124:clu_356_+:PR	0.27945805	0.8355062	0.88933957	0.053833365
chr10:110951792:110964124:clu_356_+:PR	-0.3098512	0.10793461	0.06373014	-0.044204466
chr10:110965061:110985627:clu_357_+:PR	0.10530031	0.477155	0.44807395	-0.029081047
chr10:110965061:111000414:clu_357_+:PR	-0.33383548	0.0075405166	0.0045643314	-0.0029761852
chr10:110985765:111000414:clu_357_+:PR	0.22853523	0.5153045	0.54736173	0.032057226
chr10:112426359:112426787:clu_360_+:PR	0.29979336	0.6050635	0.5482006	-0.05686289
chr10:112426359:112427217:clu_360_+:PR	-0.8636611	0.015794182	0.0044704764	-0.011323705
chr10:112426859:112427217:clu_360_+:PR	0.56386787	0.37914237	0.44732893	0.06818655
chr10:112527164:112533529:clu_362_+:PR	2.1252706	0.00544415	0.41829965	0.4128555
chr10:112527164:112538245:clu_362_+:PR	-3.8072112	0.98683834	0.20107566	-0.78576267
chr10:112533550:112538245:clu_362_+:PR	1.6819413	0.00771747	0.38062468	0.37290722
chr10:119104197:119104763:clu_378_+:PR	-0.31298676	0.4335387	0.40689564	-0.026643068
chr10:119104197:119107947:clu_378_+:NE	-0.05552431	0.26676044	0.32388517	0.057124734
chr10:119104197:119107967:clu_378_+:PR	-0.72646666	0.24509424	0.15213047	-0.09296377
chr10:119105495:119107947:clu_378_+:NE	1.0982391	0.018380396	0.0707453	0.0523649
chr10:119105495:119107967:clu_378_+:PR	-0.003261596	0.036226112	0.046343487	0.010117374
chr10:119108164:119111848:clu_379_+:PR	0.11603	0.515808	0.5066589	-0.009149075
chr10:119108164:119117518:clu_379_+:NE	-0.2773123	0.011726614	0.0077727353	-0.003953879
chr10:119111928:119117518:clu_379_+:PR	0.16128235	0.47246537	0.4855684	0.013103038
chr10:119132609:119136470:clu_380_+:PR	-0.11270742	0.95212173	0.9416765	-0.010445237
chr10:119132609:119137056:clu_380_+:UP	-0.03283203	0.014258259	0.015274438	0.0010161791
chr10:119136920:119137056:clu_380_+:NE	0.14553943	0.033620067	0.043049	0.009428933
chr10:119929762:119930328:clu_385_+:PR	-0.07664428	0.47832003	0.4402709	-0.03804913
chr10:119930431:119932132:clu_385_+:PR	0.07664427	0.52167994	0.55972916	0.03804922
chr10:120866764:120867065:clu_388_+:PR	-0.3327072	0.45182994	0.42736772	-0.024462223
chr10:120866764:120871169:clu_388_+:UP	0.5966342	0.012458121	0.02984606	0.017387938
chr10:120867169:120871169:clu_388_+:PR	-0.2639271	0.53571194	0.5427862	0.007074237
chr10:120890009:120890715:clu_390_+:PR	-0.06296435	0.5024079	0.4854714	-0.01693651
chr10:120890009:120900028:clu_390_+:UP	0.06095963	0.022920344	0.025069624	0.0021492802
chr10:120890887:120900028:clu_390_+:PR	0.002004709	0.47467175	0.48945892	0.014787167
chr10:120904142:120904645:clu_391_+:PR	3.1212804	0.98412055	0.9999686	0.01584804
chr10:120904142:120904649:clu_391_+:UP	-3.1212802	0.015879435	3.1380765e-05	-0.015848055
chr10:122397974:122400342:clu_398_+:PR	0.07660987	0.47550666	0.51378846	0.0382818
chr10:122406673:122412919:clu_398_+:PR	-0.076609865	0.5244934	0.4862116	-0.0382818
chr10:123034515:123037746:clu_404_+:PR	-0.079261534	0.5182924	0.5051301	-0.013162315
chr10:123034515:123040465:clu_404_+:PR	0.11994109	0.03925565	0.04669208	0.007436432
chr10:123037847:123040465:clu_404_+:PR	-0.04067959	0.4424519	0.4481778	0.00572592
chr10:123162828:123163819:clu_405_+:PR	-0.19307241	0.57700497	0.4810954	-0.095909566
chr10:123162828:123165046:clu_405_+:PR	0.1930724	0.42299503	0.51890457	0.095909536
chr10:124498128:124498327:clu_407_+:PR	-1.1347853	0.25376552	0.03395417	-0.21981135
chr10:124498128:124517179:clu_407_+:PR	1.1347853	0.7462345	0.96604586	0.21981138
chr10:125827638:125830561:clu_413_+:PR	-0.15033682	0.59048396	0.57508034	-0.015403628
chr10:125827638:125831419:clu_413_+:PR	0.2433099	0.0061584013	0.008890925	0.0027325237
chr10:125830651:125831419:clu_413_+:PR	-0.092973135	0.4033576	0.4160288	0.012671202
chr10:125833946:125836103:clu_414_+:PR	0.083158135	0.5190082	0.56030154	0.041293323
chr10:125833946:125841254:clu_414_+:PR	-0.08315813	0.4809918	0.4396985	-0.041293323
chr10:128070901:128072137:clu_424_+:PR	1.097686	0.90689063	0.9887004	0.08180976
chr10:128071741:128072137:clu_424_+:NE	-1.0976859	0.093109354	0.011299656	-0.0818097
chr10:130145319:130159994:clu_425_+:PR	-0.8237008	0.99246615	0.9620713	-0.030394852
chr10:130159834:130159994:clu_425_+:UP	0.8237007	0.00753389	0.037928723	0.030394834
chr10:131901330:131911561:clu_427_+:UP	-0.8810658	0.038427155	0.0068140076	-0.03161315
chr10:131901330:131934457:clu_427_+:PR	0.88106567	0.9615728	0.993186	0.03161317
chr10:131934555:131934893:clu_428_+:UP	0.2795052	0.085470244	0.15735967	0.07188943
chr10:131934555:131940030:clu_428_+:PR	-0.54483044	0.8110638	0.6548309	-0.15623295
chr10:131935006:131940030:clu_428_+:UP	0.26532534	0.10346587	0.18780945	0.08434358
chr10:131940694:131943967:clu_429_+:PR	-0.27558967	0.92940813	0.88354665	-0.045861483
chr10:131940694:131944094:clu_429_+:UP	0.27558967	0.07059188	0.116453335	0.045861453
chr10:132337695:132342212:clu_435_+:PR	0.8478164	0.33440998	0.47400334	0.13959336
chr10:132337695:132344497:clu_435_+:UP	-1.4058496	0.19746833	0.029393073	-0.16807525
chr10:132342271:132344497:clu_435_+:PR	0.55803347	0.46812165	0.49660355	0.0284819
chr10:132348356:132348962:clu_436_+:PR	-0.42440468	0.23769307	0.12079857	-0.1168945
chr10:132348356:132351606:clu_436_+:PR	0.57975227	0.51541096	0.7149878	0.19957685
chr10:132349057:132351606:clu_436_+:PR	-0.15534769	0.24689603	0.16421367	-0.082682356
chr10:132726905:132749516:clu_440_+:PR	0.800132	0.509332	0.5048619	-0.00447011
chr10:132749845:132753772:clu_440_+:UP	-1.638241	0.0106564285	0.0009221709	-0.009734258
chr10:132749845:132765772:clu_440_+:PR	0.8381094	0.4800116	0.49421597	0.014204353
chr10:132781897:132782036:clu_441_+:PR	0.3527423	0.027899612	0.05492157	0.02702196
chr10:132781948:132782036:clu_441_+:PR	-0.35274228	0.97210044	0.94507843	-0.027022004
chr10:133381659:133383959:clu_444_+:PR	-0.052083336	0.4185321	0.37734985	-0.04118225
chr10:133381659:133388955:clu_444_+:PR	-0.13239364	0.13384224	0.111360274	-0.02248197
chr10:133384212:133388955:clu_444_+:PR	0.184477	0.44762564	0.5112899	0.06366426
chr10:133389068:133389589:clu_445_+:PR	0.7925525	0.46487644	0.5435567	0.07868025
chr10:133389068:133391311:clu_445_+:PR	-0.8852652	0.034190416	0.007466976	-0.02672344
chr10:133389747:133391311:clu_445_+:PR	0.57989323	0.45335323	0.42853612	-0.02481711
chr10:133391098:133391311:clu_445_+:NE	0.01585067	0.02393941	0.012873703	-0.011065708
chr10:133391154:133391311:clu_445_+:NE	-0.50303113	0.023640405	0.00756654	-0.016073866
chr10:133394184:133395712:clu_446_+:PR	-0.5306328	0.032664835	0.011549327	-0.021115508
chr10:133394332:133395712:clu_446_+:PR	0.5306328	0.96733516	0.9884507	0.021115541
chr10:133399226:133399528:clu_447_+:PR	-0.18042909	0.7055738	0.6255387	-0.08003509
chr10:133401590:133402148:clu_447_+:PR	0.18042907	0.29442623	0.37446126	0.08003503
chr10:133399619:133401528:clu_448_+:PR	0.078464486	0.9881407	0.9898456	0.0017048717
chr10:133399653:133401528:clu_448_+:UP	-0.07846448	0.011859294	0.010154397	-0.0017048968
chr10:813213:814636:clu_453_-:PR	-1.0924159	0.15766478	0.020622412	-0.13704236
chr10:813213:814741:clu_453_-:PR	1.0924158	0.8423352	0.9793776	0.1370424
chr10:864270:870008:clu_454_-:UP	0.29052684	0.006505652	0.008555956	0.0020503043
chr10:864270:870012:clu_454_-:PR	-0.27686054	0.09004706	0.06714814	-0.02289892
chr10:864270:884446:clu_454_-:PR	0.050115153	0.813876	0.84164023	0.02776426
chr10:870083:884446:clu_454_-:NE	-0.06378138	0.08957134	0.08265566	-0.006915681
chr10:1043393:1043998:clu_455_-:PR	-0.17824276	0.64650077	0.5441254	-0.10237539
chr10:1043393:1048863:clu_455_-:NE	0.1690287	0.14790155	0.17616545	0.028263897
chr10:1044171:1048263:clu_455_-:PR	-0.30659533	0.006093752	0.004510991	-0.0015827613
chr10:1044171:1048863:clu_455_-:PR	0.31580934	0.19950397	0.27519822	0.07569425
chr10:3140812:3143388:clu_458_-:PR	-0.4932534	0.9965797	0.99087965	-0.005700052
chr10:3141737:3143388:clu_458_-:PR	0.49325338	0.0034203385	0.009120368	0.00570003
chr10:3143501:3144291:clu_459_-:PR	-0.3305793	0.96816933	0.9584317	-0.009737611
chr10:3143731:3144291:clu_459_-:PR	0.7625544	0.00636009	0.018785166	0.012425076
chr10:3143775:3144291:clu_459_-:PR	-0.43197525	0.025470588	0.022783114	-0.0026874747
chr10:3147737:3147986:clu_460_-:PR	0.7759068	0.52100927	0.558254	0.037244737
chr10:3147737:3149620:clu_460_-:PR	-1.4731576	0.0372284	0.004208279	-0.033020124
chr10:3148291:3149620:clu_460_-:PR	0.69725114	0.44176236	0.43753767	-0.004224688
chr10:3148063:3148167:clu_461_-:PR	0.0818559	0.027251668	0.031944204	0.004692536
chr10:3148063:3148170:clu_461_-:PR	-0.08185589	0.97274834	0.9680558	-0.0046925545
chr10:3779590:3780105:clu_462_-:PR	-0.009900605	0.46437475	0.45945323	-0.0049215257
chr10:3780229:3781640:clu_462_-:PR	0.009900604	0.5356253	0.54054683	0.0049215555
chr10:3782214:3783215:clu_463_-:UP	-0.4692457	0.022037582	0.009600651	-0.012436931
chr10:3782214:3784912:clu_463_-:PR	0.37749574	0.9654465	0.98084414	0.015397668
chr10:3783281:3784912:clu_463_-:UP	0.09174992	0.012515922	0.009555133	-0.002960789
chr10:5766295:5766493:clu_467_-:PR	0.24947537	0.54751825	0.5596149	0.012096643
chr10:5766295:5768212:clu_467_-:PR	-0.45553893	0.0051645404	0.0026081859	-0.0025563545
chr10:5766638:5768212:clu_467_-:PR	0.20606363	0.44731724	0.4377769	-0.009540349
chr10:5786050:5794884:clu_468_-:PR	0.16626656	0.4993359	0.48753598	-0.0117999315
chr10:5786050:5796762:clu_468_-:PR	0.26706925	0.014509871	0.01566951	0.0011596391
chr10:5794989:5796762:clu_468_-:PR	-0.6488137	0.0030572983	0.0013211946	-0.0017361037
chr10:5795019:5796762:clu_468_-:PR	0.21547785	0.48309687	0.49547336	0.012376487
chr10:5800705:5811873:clu_469_-:PR	-0.34134462	0.00439388	0.0020083901	-0.0023854896
chr10:5800705:5813213:clu_469_-:PR	0.44688204	0.98868674	0.9939878	0.0053010583
chr10:5811956:5813213:clu_469_-:PR	-0.10553749	0.006919367	0.004003833	-0.0029155337
chr10:5878287:5880297:clu_470_-:PR	-0.19386223	0.40929794	0.4278365	0.018538564
chr10:5878287:5883005:clu_470_-:PR	0.5261613	0.027907725	0.05993285	0.032025125
chr10:5880376:5883005:clu_470_-:PR	-0.33229917	0.5627943	0.51223063	-0.050563693
chr10:12035441:12042754:clu_483_-:PR	-0.206828	0.88001174	0.82904655	-0.05096519
chr10:12035441:12042913:clu_483_-:PR	0.20682798	0.119988285	0.17095342	0.050965138
chr10:12167811:12170716:clu_484_-:PR	-0.6861054	0.9979432	0.99193686	-0.00600636
chr10:12170156:12170716:clu_484_-:PR	0.6861053	0.0020567589	0.008063155	0.0060063964
chr10:12179132:12180394:clu_485_-:UP	0.41461143	0.0050091827	0.027319537	0.022310354
chr10:12179132:12184888:clu_485_-:PR	-1.337536	0.9910866	0.9372816	-0.053804994
chr10:12180489:12184888:clu_485_-:UP	0.9229248	0.0039041366	0.035398852	0.031494714
chr10:13288541:13291824:clu_487_-:PR	-0.015221708	0.043227706	0.041985963	-0.0012417436
chr10:13288541:13291830:clu_487_-:PR	0.015221707	0.9567723	0.9580141	0.0012417436
chr10:13319356:13322834:clu_489_-:PR	0.60446846	0.51827115	0.54129213	0.023020983
chr10:13319356:13328350:clu_489_-:PR	-1.1248661	0.0049680807	0.00092049787	-0.004047583
chr10:13323047:13328350:clu_489_-:PR	0.52039784	0.47676075	0.45778733	-0.01897341
chr10:13338808:13340690:clu_490_-:PR	0.031659935	0.0043937126	0.0037806744	-0.0006130382
chr10:13338808:13344757:clu_490_-:PR	0.14658213	0.7952898	0.76766735	-0.027622461
chr10:13338808:13347999:clu_490_-:PR	-1.447662	0.017278027	0.00338665	-0.013891377
chr10:13345028:13347276:clu_490_-:PR	1.853544	0.028847689	0.15349093	0.124643244
chr10:13345028:13347999:clu_490_-:PR	-0.58412445	0.15419078	0.07167442	-0.08251636
chr10:13647035:13651902:clu_494_-:PR	1.540594	0.022381065	0.3547975	0.33241645
chr10:13647035:13654415:clu_494_-:PR	-2.709828	0.9380045	0.21201661	-0.7259879
chr10:13651974:13654415:clu_494_-:PR	1.1692343	0.039614473	0.43318582	0.39357135
chr10:13675044:13693481:clu_495_-:PR	-0.17269185	0.21384932	0.17357463	-0.040274695
chr10:13675044:13693897:clu_495_-:PR	0.08550738	0.5866174	0.61640733	0.029789925
chr10:13693517:13693897:clu_495_-:PR	0.087184444	0.1995333	0.21001802	0.010484725
chr10:14522019:14530331:clu_497_-:PR	0.40374964	0.9742882	0.98836756	0.014079332
chr10:14530186:14530331:clu_497_-:UP	-0.40374961	0.025711726	0.011632413	-0.014079314
chr10:14530515:14553321:clu_498_-:PR	-2.5530822	0.32402804	0.21393129	-0.11009675
chr10:14530515:14571762:clu_498_-:PR	2.9249804	0.0015312558	0.2420092	0.24047793
chr10:14530515:14571923:clu_498_-:PR	7.603474	7.1379927e-06	0.121395916	0.12138878
chr10:14530515:14604239:clu_498_-:PR	-2.492182	0.5011961	0.35168028	-0.14951581
chr10:14553387:14604239:clu_498_-:PR	-3.0780447	0.16437879	0.06420209	-0.1001767
chr10:14602850:14604239:clu_498_-:NE	-2.405145	0.008858696	0.006781252	-0.0020774435
chr10:15106698:15109701:clu_506_-:UP	-0.61302155	0.13368331	0.04332143	-0.09036188
chr10:15109215:15109701:clu_506_-:PR	0.6130215	0.8663167	0.95667857	0.09036189
chr10:15135418:15140986:clu_507_-:PR	0.625435	0.067487694	0.28843892	0.22095123
chr10:15135418:15141421:clu_507_-:PR	-1.4986577	0.8851536	0.45223713	-0.43291646
chr10:15141029:15141421:clu_507_-:PR	0.873223	0.04735877	0.25932395	0.21196519
chr10:15837318:15837541:clu_509_-:PR	-2.3020635	0.040927116	0.0017579676	-0.039169148
chr10:15837318:15838227:clu_509_-:PR	1.5730023	0.22030668	0.45598143	0.23567475
chr10:15837318:15841425:clu_509_-:NE	-0.86546916	0.5274132	0.09529187	-0.43212134
chr10:15838279:15841425:clu_509_-:PR	1.5945296	0.21135302	0.44696876	0.23561575
chr10:16695155:16752538:clu_510_-:PR	0.5899939	0.9906695	0.99711424	0.006444752
chr10:16727157:16752538:clu_510_-:UP	-0.58999383	0.009330526	0.0028857589	-0.006444767
chr10:16782084:16816972:clu_511_-:PR	0.06909577	0.54846984	0.5179879	-0.030481935
chr10:16782084:16817314:clu_511_-:PR	-0.34578192	0.079478025	0.04957182	-0.029906206
chr10:16817084:16817314:clu_511_-:PR	0.27668622	0.37205216	0.43244022	0.06038806
chr10:18648645:18651128:clu_517_-:PR	0.16236314	0.978178	0.98413265	0.005954623
chr10:18648645:18655024:clu_517_-:PR	-0.16236313	0.021822007	0.01586732	-0.0059546866
chr10:21920963:21928505:clu_522_-:PR	-0.22498834	0.4959321	0.54365355	0.047721446
chr10:21920963:21929039:clu_522_-:UP	0.7117954	0.015898427	0.044472773	0.028574346
chr10:21928552:21929039:clu_522_-:PR	-0.4868071	0.48816943	0.41187373	-0.0762957
chr10:22567889:22569012:clu_524_-:PR	-0.1201528	0.010353139	0.003086218	-0.007266921
chr10:22567889:22573310:clu_524_-:PR	1.1082764	0.97756064	0.9954013	0.017840683
chr10:22569054:22573310:clu_524_-:PR	-0.9881237	0.012086136	0.0015124708	-0.010573666
chr10:24589302:24590205:clu_525_-:PR	2.4969	0.0055198176	0.26849484	0.26297504
chr10:24589302:24591224:clu_525_-:PR	-1.9718469	0.35046422	0.19539022	-0.155074
chr10:24589302:24591641:clu_525_-:PR	-5.161796	0.31546864	0.0072416584	-0.30822697
chr10:24590479:24591224:clu_525_-:PR	5.9387794	0.00011257967	0.17110415	0.17099157
chr10:24591330:24591641:clu_525_-:PR	-1.3020371	0.32843477	0.35776916	0.029334396
chr10:26751783:26755654:clu_533_-:PR	1.9281485	0.012229735	0.29524273	0.283013
chr10:26751783:26759061:clu_533_-:PR	-2.421557	0.37268287	0.11615784	-0.25652504
chr10:26751783:26765217:clu_533_-:PR	-3.661647	0.23115146	0.0208469	-0.21030456
chr10:26755741:26759061:clu_533_-:PR	1.430496	0.010408981	0.15277159	0.14236261
chr10:26755741:26765217:clu_533_-:PR	2.3822963	0.0018860007	0.0717031	0.069817096
chr10:26759235:26765217:clu_533_-:PR	-1.7735614	0.108262904	0.064507425	-0.04375548
chr10:26759238:26763879:clu_533_-:PR	2.0403981	0.0021244483	0.057379644	0.055255197
chr10:26759238:26765217:clu_533_-:PR	-1.9629263	0.25775492	0.12708575	-0.13066918
chr10:26763960:26765217:clu_533_-:PR	2.0383525	0.0034987396	0.09430499	0.090806246
chr10:26770345:26771074:clu_534_-:PR	1.8455628	0.16263658	0.4983325	0.33569592
chr10:26770345:26777064:clu_534_-:PR	-3.6990201	0.6775535	0.00811452	-0.66943896
chr10:26771089:26777064:clu_534_-:PR	1.8534579	0.15980999	0.49355298	0.33374298
chr10:27134981:27136275:clu_538_-:PR	0.13108501	0.556143	0.563729	0.0075860023
chr10:27134981:27148905:clu_538_-:PR	0.6006533	0.007237779	0.011733296	0.0044955174
chr10:27145590:27147497:clu_538_-:PR	-0.46013355	0.013768451	0.0077269115	-0.00604154
chr10:27145590:27148905:clu_538_-:PR	0.13605817	0.39021307	0.39750767	0.0072945952
chr10:27147668:27148905:clu_538_-:PR	-0.407663	0.03263761	0.01930309	-0.01333452
chr10:27136385:27142386:clu_539_-:PR	-0.2041611	0.5813301	0.54765004	-0.03368008
chr10:27136385:27145427:clu_539_-:PR	0.30400363	0.028001681	0.043848787	0.015847106
chr10:27142485:27145427:clu_539_-:PR	-0.09984261	0.3906682	0.40850118	0.017832965
chr10:27219857:27223206:clu_541_-:PR	-0.34312254	0.33704922	0.21121381	-0.1258354
chr10:27219857:27223337:clu_541_-:PR	0.6041581	0.36102322	0.5833952	0.22237197
chr10:27223239:27223337:clu_541_-:PR	-0.2610357	0.3019276	0.20539108	-0.09653652
chr10:27231820:27235091:clu_542_-:PR	-0.5432581	0.44326213	0.49259377	0.049331635
chr10:27231820:27240318:clu_542_-:PR	1.3563546	0.0053245584	0.03954605	0.034221493
chr10:27235212:27240318:clu_542_-:PR	-0.8130967	0.55141336	0.4678602	-0.083553165
chr10:27240474:27240673:clu_543_-:PR	-0.35224944	0.18924694	0.14147006	-0.047776878
chr10:27240484:27240673:clu_543_-:PR	-0.1466115	0.67374784	0.6186436	-0.055104256
chr10:27240484:27242058:clu_543_-:PR	0.49886093	0.13700522	0.23988628	0.10288106
chr10:31831800:31839304:clu_552_-:PR	-0.12791586	0.24128148	0.22835688	-0.012924597
chr10:31831800:31839636:clu_552_-:PR	-1.6997334	0.16082276	0.031608652	-0.12921411
chr10:31831800:31843460:clu_552_-:PR	2.1600218	0.025453443	0.23739712	0.21194367
chr10:31839319:31839636:clu_552_-:PR	0.11265849	0.21004142	0.25285712	0.0428157
chr10:31839711:31843460:clu_552_-:PR	-0.44503066	0.36240086	0.24978027	-0.11262059
chr10:31852597:31854065:clu_553_-:PR	0.28703666	0.37439322	0.45451623	0.08012301
chr10:31852597:31861394:clu_553_-:PR	-0.38410214	0.21541825	0.1336694	-0.08174884
chr10:31854206:31861394:clu_553_-:PR	0.09706552	0.41018853	0.41181436	0.0016258359
chr10:32018156:32018315:clu_554_-:PR	-0.016841594	0.4817913	0.47338763	-0.008403659
chr10:32018387:32018501:clu_554_-:PR	0.016841594	0.5182087	0.5266124	0.0084037185
chr10:32272167:32273013:clu_555_-:PR	0.3423319	0.14470184	0.16276518	0.018063337
chr10:32272167:32273162:clu_555_-:PR	0.30184853	0.72414833	0.7822278	0.05807948
chr10:32273082:32273162:clu_555_-:PR	-0.6441805	0.13114984	0.055007048	-0.076142795
chr10:32273281:32273921:clu_556_-:NE	-0.09726183	0.11085169	0.10439538	-0.006456308
chr10:32273281:32284697:clu_556_-:PR	-0.052975357	0.7975172	0.78507733	-0.012439847
chr10:32274038:32284697:clu_556_-:UP	0.15023719	0.09163109	0.11052724	0.018896148
chr10:32932600:32933350:clu_558_-:PR	0.37928015	0.029222887	0.033607412	0.004384525
chr10:32932600:32935491:clu_558_-:PR	0.25591716	0.9366402	0.95215774	0.015517533
chr10:32933583:32935491:clu_558_-:PR	-0.6351973	0.03413691	0.014234892	-0.019902017
chr10:32935558:32953592:clu_559_-:PR	0.7415524	0.023793042	0.06318154	0.0393885
chr10:32935558:32958144:clu_559_-:PR	-0.27363932	0.96178144	0.9253894	-0.036392033
chr10:32953809:32958144:clu_559_-:PR	-0.467913	0.014425576	0.0114290295	-0.0029965462
chr10:35010442:35011847:clu_568_-:PR	-0.0076455623	0.48096186	0.50347966	0.0225178
chr10:35010442:35013698:clu_568_-:PR	0.10761404	0.004988778	0.00586033	0.00087155215
chr10:35011964:35013698:clu_568_-:PR	-0.09996849	0.51404935	0.49066007	-0.02338928
chr10:35071339:35089895:clu_569_-:PR	0.44929382	0.15783997	0.22245035	0.06461038
chr10:35071339:35090178:clu_569_-:PR	-0.13948248	0.5120752	0.40054148	-0.1115337
chr10:35071339:35090429:clu_569_-:PR	0.36296794	0.27046165	0.3496479	0.07918626
chr10:35090001:35090178:clu_569_-:PR	-0.6727792	0.05962317	0.027360313	-0.032262858
chr10:37856337:37856434:clu_572_-:PR	-1.500426	0.62300885	0.5480923	-0.07491654
chr10:37856337:37857184:clu_572_-:NE	-0.91967446	0.075027	0.117976174	0.042949177
chr10:37856532:37857184:clu_572_-:PR	-1.4525454	0.296213	0.27337447	-0.022838533
chr10:37856532:37857764:clu_572_-:PR	3.4555197	0.00021967238	0.027445734	0.02722606
chr10:37856532:37858004:clu_572_-:PR	0.41712564	0.0055314	0.033111334	0.027579933
chr10:42632024:42632294:clu_579_-:PR	0.4131087	0.28517792	0.3233418	0.03816387
chr10:42632024:42636919:clu_579_-:NE	-0.52088463	0.089581914	0.039915178	-0.049666736
chr10:42632439:42636919:clu_579_-:PR	0.30876964	0.2614673	0.26708493	0.0056176186
chr10:42632439:42638473:clu_579_-:PR	-0.52317315	0.011760296	0.0052280785	-0.006532218
chr10:42636972:42638473:clu_579_-:PR	0.32217962	0.3520126	0.36443	0.012417406
chr10:43644801:43645957:clu_582_-:UP	0.45319048	0.036160987	0.08497746	0.048816476
chr10:43644801:43646063:clu_582_-:PR	-0.45319042	0.963839	0.9150225	-0.048816502
chr10:43646202:43648584:clu_583_-:PR	0.69618833	0.0587318	0.2007088	0.14197701
chr10:43646202:43648801:clu_583_-:PR	-0.6961883	0.9412682	0.79929125	-0.14197695
chr10:45461411:45463150:clu_584_-:PR	2.1442254	0.006179513	0.2074891	0.20130959
chr10:45461411:45464238:clu_584_-:PR	-1.7197503	0.9444391	0.6654444	-0.27899474
chr10:45463996:45464238:clu_584_-:PR	-0.42447472	0.04938132	0.12706663	0.07768531
chr10:45533289:45553111:clu_585_-:PR	-0.24514548	0.3983359	0.3036211	-0.09471479
chr10:45533289:45594234:clu_585_-:PR	0.36359203	0.2506117	0.35111964	0.100507945
chr10:45553204:45594234:clu_585_-:PR	0.020491613	0.32555377	0.32364577	-0.0019080043
chr10:45593624:45594234:clu_585_-:NE	-0.13893825	0.025498616	0.021613456	-0.0038851593
chr10:46014552:46014853:clu_590_-:PR	-0.44194832	0.51407605	0.50267905	-0.011397004
chr10:46014552:46015125:clu_590_-:PR	0.8481311	0.00191738	0.0068115513	0.0048941714
chr10:46014942:46015125:clu_590_-:PR	-0.40618294	0.4840065	0.49050942	0.0065029263
chr10:46015266:46016539:clu_591_-:PR	-0.5195991	0.55837286	0.51838386	-0.039988995
chr10:46015266:46030525:clu_591_-:PR	0.5435459	0.014362088	0.03860671	0.024244621
chr10:46016694:46019322:clu_591_-:PR	0.9716271	0.0013580965	0.0056013037	0.004243207
chr10:46016694:46023329:clu_591_-:PR	-0.5796722	0.0077171456	0.006746749	-0.0009703967
chr10:46016694:46030525:clu_591_-:PR	-0.41590172	0.41818982	0.43066132	0.012471497
chr10:49885295:49908454:clu_604_-:UP	-0.7443823	0.04401074	0.019513842	-0.024496898
chr10:49885295:49915916:clu_604_-:PR	0.0023449764	0.8719911	0.81582254	-0.056168556
chr10:49908541:49915916:clu_604_-:UP	0.7420373	0.083998136	0.1646636	0.08066546
chr10:49922419:49922546:clu_605_-:PR	0.03889289	0.3466207	0.36444086	0.01782015
chr10:49922669:49932099:clu_605_-:PR	-0.038892888	0.65337926	0.63555914	-0.01782012
chr10:50311415:50327204:clu_609_-:PR	-0.13214055	0.61506164	0.6290602	0.013998568
chr10:50327322:50340386:clu_609_-:PR	0.34353334	0.010326395	0.016994359	0.006667964
chr10:50327322:50343491:clu_609_-:PR	-0.21139285	0.37461197	0.35394546	-0.02066651
chr10:63168109:63168434:clu_630_-:UP	-0.4119649	0.022867374	0.010162451	-0.012704923
chr10:63168134:63168434:clu_630_-:PR	0.41196486	0.9771326	0.9898375	0.012704909
chr10:63193097:63193344:clu_631_-:PR	0.5166531	0.007554283	0.020943701	0.013389418
chr10:63193151:63193344:clu_631_-:PR	-0.51665306	0.9924457	0.97905624	-0.013389468
chr10:67936235:67939587:clu_636_-:PR	-0.4975113	0.5316345	0.54475564	0.013121128
chr10:67936235:67954594:clu_636_-:PR	1.1143327	0.0069316574	0.03559923	0.028667575
chr10:67941105:67954594:clu_636_-:PR	-0.6168215	0.46143386	0.4196451	-0.041788757
chr10:67956976:67959112:clu_637_-:PR	1.2908317	0.07234935	0.48103267	0.40868333
chr10:67956976:67966682:clu_637_-:PR	-2.7670176	0.87537354	0.10060784	-0.77476573
chr10:67959136:67966682:clu_637_-:PR	1.4761865	0.05227705	0.41835955	0.3660825
chr10:67992682:68014025:clu_639_-:PR	0.31561998	0.9460213	0.9705427	0.02452141
chr10:67996138:68014025:clu_639_-:UP	-0.31561995	0.05397867	0.029457232	-0.024521438
chr10:68394451:68396779:clu_645_-:PR	-0.12092775	0.5482151	0.51718223	-0.03103286
chr10:68394451:68401619:clu_645_-:PR	0.12688324	0.03110433	0.037595548	0.0064912178
chr10:68396881:68401619:clu_645_-:PR	-0.0059555024	0.4206806	0.44522226	0.024541646
chr10:68493198:68493448:clu_648_-:PR	-0.01682958	0.5775135	0.54156923	-0.035944283
chr10:68493198:68503631:clu_648_-:UP	-0.12745064	0.026779447	0.022482844	-0.0042966027
chr10:68493570:68503631:clu_648_-:PR	0.14428025	0.39570698	0.4359479	0.040240914
chr10:70140141:70142667:clu_651_-:PR	0.24840243	0.63228613	0.6764462	0.044160068
