intron	logef_female	psi_male	psi_female	deltapsi_female
chr1:20950108:20969474:clu_198_-	0.03463872	0.54820853	0.5653029	0.017094374
chr1:20950111:20969474:clu_198_-	-0.034638718	0.45179152	0.43469706	-0.017094463
chr1:20980448:20981048:clu_199_-	0.04683924	0.24715215	0.25924614	0.012093991
chr1:20980448:21002713:clu_199_-	0.092451036	0.007688975	0.008441609	0.00075263437
chr1:20981227:21001199:clu_199_-	0.23125042	0.036294535	0.045780227	0.009485692
chr1:20981227:21002713:clu_199_-	-0.04187814	0.29279247	0.2810466	-0.01174587
chr1:20981227:21050866:clu_199_-	-0.23032968	0.008756587	0.0069616125	-0.0017949748
chr1:21001312:21002713:clu_199_-	-0.11407697	0.038140297	0.03406018	-0.0040801167
chr1:21001324:21002713:clu_199_-	-0.055536553	0.026715223	0.025295628	-0.0014195945
chr1:21002787:21050866:clu_199_-	0.08412968	0.0075941416	0.008268403	0.00067426125
chr1:21002808:21050866:clu_199_-	-0.012849024	0.33486563	0.33089954	-0.003966093
chr1:21089213:21111323:clu_200_-	-0.10065622	0.093314365	0.07761986	-0.015694506
chr1:21089213:21176175:clu_200_-	0.10065621	0.90668565	0.9223801	0.01569444
chr1:21272911:21279191:clu_201_-	-0.036193952	0.63547355	0.6309984	-0.0044751763
chr1:21272911:21290070:clu_201_-	0.056258455	0.014454208	0.015742611	0.0012884028
chr1:21279332:21290070:clu_201_-	-0.02006451	0.3500722	0.35325903	0.003186822
chr1:21690099:21695066:clu_203_-	0.118829615	0.3821836	0.39227703	0.010093421
chr1:21690099:21701498:clu_203_-	-0.20210004	0.017309826	0.012889486	-0.00442034
chr1:21695221:21701498:clu_203_-	0.083270445	0.60050654	0.5948335	-0.005673051
chr1:21704387:21705727:clu_204_-	0.028391708	0.053448368	0.056395058	0.0029466897
chr1:21704392:21705727:clu_204_-	-0.028391706	0.9465517	0.94360495	-0.0029467344
chr1:21705837:21706126:clu_205_-	6.9344744e-05	0.9923195	0.9923206	1.0728836e-06
chr1:21705876:21706126:clu_205_-	-6.934474e-05	0.007680499	0.007679443	-1.0561198e-06
chr1:21721163:21721650:clu_206_-	0.03292553	0.25234824	0.26497358	0.012625337
chr1:21721166:21721650:clu_206_-	-0.032925528	0.74765176	0.73502636	-0.012625396
chr1:21721764:21723898:clu_207_-	0.027353536	0.5454729	0.54109925	-0.0043736696
chr1:21721764:21728570:clu_207_-	-0.08256618	0.035950184	0.03194974	-0.004000444
chr1:21724095:21728570:clu_207_-	0.05521265	0.41857696	0.42695102	0.008374065
chr1:21729829:21736446:clu_208_-	0.042154476	0.13963117	0.14013605	0.00050488114
chr1:21729832:21736430:clu_208_-	-0.084484	0.031508707	0.027861193	-0.0036475137
chr1:21729832:21736446:clu_208_-	0.04232954	0.82886016	0.83200276	0.0031425953
chr1:21756702:21756829:clu_209_-	0.017878838	0.024001839	0.03170521	0.007703373
chr1:21756702:21757663:clu_209_-	-0.27511874	0.96663254	0.9525776	-0.014054954
chr1:21756963:21757663:clu_209_-	0.25723994	0.009365569	0.015717141	0.0063515725
chr1:23318688:23321528:clu_211_-	0.0051791775	0.89764863	0.8985964	0.00094777346
chr1:23318697:23321528:clu_211_-	-0.005179177	0.1023514	0.10140363	-0.000947766
chr1:23321663:23323556:clu_212_-	-0.0069781467	0.32436913	0.328613	0.0042438805
chr1:23321663:23333518:clu_212_-	0.029873222	0.011039062	0.011603305	0.0005642427
chr1:23323732:23333518:clu_212_-	-0.03190792	0.28798932	0.28457367	-0.0034156442
chr1:23323732:23337754:clu_212_-	0.0372784	0.025545603	0.027050905	0.0015053023
chr1:23333631:23337754:clu_212_-	-0.02826556	0.3510569	0.34815907	-0.0028978288
chr1:23338608:23340852:clu_213_-	-0.0034389845	0.4097376	0.41379857	0.0040609837
chr1:23338608:23344211:clu_213_-	-0.04094369	0.3955174	0.38473415	-0.010783255
chr1:23341017:23344211:clu_213_-	0.013704803	0.11563492	0.11880032	0.0031654015
chr1:23341020:23344211:clu_213_-	0.030677874	0.07911011	0.082666956	0.0035568476
chr1:23506185:23516335:clu_214_-	-0.045211498	0.2754749	0.25779846	-0.017676443
chr1:23510148:23516335:clu_214_-	0.045211494	0.72452503	0.74220157	0.017676532
chr1:23521071:23521837:clu_215_-	0.13250616	0.8459839	0.8774452	0.0314613
chr1:23521071:23521843:clu_215_-	-0.13250615	0.15401603	0.12255484	-0.031461194
chr1:23761151:23771702:clu_216_-	0.0535506	0.074473105	0.07955247	0.0050793663
chr1:23761151:23772111:clu_216_-	-0.014650837	0.79900336	0.7972293	-0.0017740726
chr1:23771883:23772111:clu_216_-	-0.038899757	0.12652354	0.12321818	-0.0033053607
chr1:23772166:23772268:clu_217_-	-0.011150111	0.25532123	0.24882288	-0.0064983517
chr1:23772166:23772272:clu_217_-	0.112711616	0.20611905	0.22736	0.02124095
chr1:23772166:23778199:clu_217_-	-0.09684292	0.051224492	0.04582107	-0.005403422
chr1:23772426:23778199:clu_217_-	-0.004718592	0.48733518	0.47799614	-0.009339035
chr1:23796265:23796509:clu_218_-	-0.0602301	0.57898813	0.55907655	-0.019911587
chr1:23796265:23796697:clu_218_-	0.040209897	0.019733302	0.02106793	0.0013346281
chr1:23796586:23796697:clu_218_-	0.020020192	0.40127864	0.4198555	0.01857686
chr1:23797107:23797695:clu_219_-	0.067320555	0.009049569	0.010340363	0.0012907935
chr1:23797147:23797695:clu_219_-	-0.06732055	0.99095047	0.9896596	-0.0012908578
chr1:23798225:23798615:clu_220_-	0.31295115	0.010063292	0.018654367	0.0085910745
chr1:23798230:23798615:clu_220_-	-0.31295115	0.98993677	0.9813456	-0.008591175
chr1:23798730:23798887:clu_221_-	-0.0822296	0.4881188	0.4718116	-0.016307205
chr1:23798730:23799366:clu_221_-	0.11549587	0.05269282	0.06206769	0.009374872
chr1:23799012:23799366:clu_221_-	-0.033266284	0.45918828	0.46612072	0.0069324374
chr1:23799436:23800387:clu_222_-	0.0891057	0.09791164	0.11481897	0.016907327
chr1:23799436:23800712:clu_222_-	-0.089105695	0.90208834	0.88518107	-0.016907275
chr1:23804491:23808135:clu_223_-	0.7445828	0.002576251	0.011321399	0.008745149
chr1:23804525:23808135:clu_223_-	-0.7445827	0.9974237	0.9886786	-0.008745134
chr1:23808215:23810736:clu_224_-	-0.07931418	0.0030371628	0.0028598115	-0.00017735129
chr1:23808323:23810736:clu_224_-	-0.023560103	0.39760172	0.39585054	-0.0017511845
chr1:23808323:23814190:clu_224_-	-0.030236514	0.003150221	0.0031154766	-3.4744386e-05
chr1:23808323:23816675:clu_224_-	0.1723264	0.026978286	0.032671552	0.005693266
chr1:23810799:23814190:clu_224_-	0.056004126	0.25094566	0.27053097	0.019585311
chr1:23814338:23816675:clu_224_-	-0.09521974	0.3182868	0.29497164	-0.023315161
chr1:23820593:23822603:clu_225_-	0.22349381	0.010853388	0.01570079	0.004847401
chr1:23820593:23825356:clu_225_-	-0.15181205	0.97539026	0.96948546	-0.0059047937
chr1:23820593:23825380:clu_225_-	-0.071681745	0.013756367	0.01481381	0.0010574423
chr1:23854560:23859798:clu_226_-	0.054495163	0.9864645	0.9878453	0.0013808012
chr1:23857383:23859798:clu_226_-	-0.05449516	0.0135354465	0.012154754	-0.0013806922
chr1:23865625:23865910:clu_227_-	0.17303094	0.017937066	0.02008733	0.0021502636
chr1:23865625:23867724:clu_227_-	-0.24266243	0.043717667	0.03230684	-0.011410829
chr1:23865625:23867898:clu_227_-	0.06963153	0.9383453	0.9476058	0.009260476
chr1:23875662:23879504:clu_228_-	-0.09916817	0.14125206	0.10076699	-0.04048507
chr1:23875662:23913246:clu_228_-	0.30208656	0.821276	0.87513554	0.053859532
chr1:23879604:23913246:clu_228_-	-0.20291841	0.03747189	0.02409743	-0.013374461
chr1:23967723:23971338:clu_229_-	0.012027402	0.011936323	0.012555162	0.00061883964
chr1:23967723:23971573:clu_229_-	0.01292024	0.14554337	0.15322585	0.0076824874
chr1:23967723:23971850:clu_229_-	0.12140914	0.012833952	0.015059693	0.0022257408
chr1:23967956:23971573:clu_229_-	0.023236144	0.008620088	0.0091691995	0.0005491115
chr1:23971439:23971573:clu_229_-	-0.061950807	0.34052226	0.33263582	-0.00788644
chr1:23971623:23971850:clu_229_-	-0.0685057	0.100014135	0.097059526	-0.0029546097
chr1:23971626:23971850:clu_229_-	-0.03913641	0.3805298	0.38029474	-0.00023505092
chr1:23975070:23977911:clu_230_-	0.0028562807	0.14557782	0.1418837	-0.003694117
chr1:23975080:23977911:clu_230_-	0.0750236	0.6057016	0.63450915	0.02880752
chr1:23977453:23977911:clu_230_-	-0.07787988	0.24872054	0.22360712	-0.025113419
chr1:23975077:23978713:clu_231_-	-0.061701804	0.99396765	0.99318075	-0.0007869005
chr1:23977457:23978713:clu_231_-	0.0617018	0.006032379	0.006819274	0.00078689493
chr1:24157891:24159052:clu_232_-	-0.08762058	0.49483597	0.47261724	-0.022218734
chr1:24157891:24159474:clu_232_-	0.1028683	0.06748981	0.07798565	0.0104958415
chr1:24159182:24159474:clu_232_-	-0.01524774	0.43767413	0.44939712	0.011722982
chr1:24902666:24907259:clu_233_-	-0.03176911	0.5515373	0.55042547	-0.0011118054
chr1:24902666:24919240:clu_233_-	-0.026202533	0.029338775	0.029443074	0.000104298815
chr1:24904385:24907259:clu_233_-	-0.068894215	0.009305844	0.008948622	-0.0003572218
chr1:24906104:24907259:clu_233_-	0.048673145	0.016931338	0.018312626	0.0013812874
chr1:24906361:24907259:clu_233_-	0.060684994	0.011618066	0.012717736	0.0010996703
chr1:24907417:24912525:clu_233_-	0.050975792	0.0033976047	0.0036832585	0.00028565386
chr1:24907417:24919240:clu_233_-	-0.033468075	0.3778711	0.3764692	-0.0014019012
chr1:24919344:24927574:clu_234_-	0.02387337	0.92265743	0.9234722	0.0008147955
chr1:24924989:24927574:clu_234_-	0.025993802	0.049215015	0.049363032	0.00014801696
chr1:24925013:24927574:clu_234_-	-0.13930242	0.01324909	0.01126427	-0.0019848198
chr1:24926691:24927574:clu_234_-	0.08943524	0.014878396	0.015900569	0.0010221731
chr1:24927730:24928743:clu_235_-	0.0146618355	0.011466947	0.011441041	-2.59066e-05
chr1:24927730:24929587:clu_235_-	0.008467998	0.8990738	0.8915036	-0.007570207
chr1:24927730:24964514:clu_235_-	-0.20337181	0.0068825525	0.0055217454	-0.0013608071
chr1:24929852:24964514:clu_235_-	0.13116232	0.07084449	0.07941806	0.008573577
chr1:24956280:24964514:clu_235_-	0.049079634	0.011732256	0.01211565	0.00038339384
chr1:25223431:25225002:clu_239_-	-0.22146107	0.5143533	0.5104683	-0.0038849711
chr1:25223431:25227442:clu_239_-	0.42760321	0.00012662241	0.00024049326	0.00011387085
chr1:25225100:25227442:clu_239_-	-0.20614219	0.4855201	0.48929125	0.003771156
chr1:25228235:25228998:clu_240_-	0.046261065	0.6414774	0.6280629	-0.013414502
chr1:25228235:25232104:clu_240_-	-0.15358499	0.0049815592	0.0039938795	-0.0009876797
chr1:25229123:25232104:clu_240_-	0.10732393	0.353541	0.36794317	0.014402181
chr1:25242413:25242539:clu_241_-	0.020969687	0.6886332	0.6975539	0.00892067
chr1:25242426:25242539:clu_241_-	-0.020969685	0.3113668	0.30244613	-0.00892067
chr1:25243633:25244181:clu_242_-	-0.30083334	0.044327423	0.03372262	-0.0106048025
chr1:25243633:25244454:clu_242_-	0.012165315	0.059445336	0.06184439	0.0023990534
chr1:25243633:25245150:clu_242_-	0.074935	0.28072536	0.31097445	0.030249089
chr1:25244224:25244454:clu_242_-	-0.12837422	0.0637288	0.05760801	-0.0061207935
chr1:25244224:25245150:clu_242_-	0.4351585	0.029369345	0.04664234	0.017272996
chr1:25244498:25245150:clu_242_-	-0.09305125	0.52240366	0.48920822	-0.033195436
chr1:25901682:25902509:clu_244_-	-0.17559719	0.0023300368	0.0014941173	-0.0008359195
chr1:25901682:25902877:clu_244_-	-0.095450014	0.0047377264	0.0032915415	-0.0014461849
chr1:25901682:25903641:clu_244_-	0.27104717	0.99293226	0.99521434	0.002282083
chr1:25904738:25904918:clu_245_-	-0.7739226	0.012435091	0.007386543	-0.005048548
chr1:25904738:25905144:clu_245_-	-0.19988371	0.031740874	0.033474423	0.0017335489
chr1:25904738:25905852:clu_245_-	1.2507737	0.0073512765	0.03307268	0.025721405
chr1:25904738:25906389:clu_245_-	-0.2769673	0.9484728	0.9260664	-0.0224064
chr1:26286037:26294205:clu_247_-	0.059205536	0.16945842	0.17693777	0.0074793547
chr1:26286037:26296919:clu_247_-	0.24383363	0.007713703	0.009687314	0.0019736108
chr1:26294331:26296919:clu_247_-	-0.07758017	0.16794083	0.15293553	-0.0150052905
chr1:26294331:26306592:clu_247_-	-0.10238518	0.009985157	0.008870221	-0.0011149365
chr1:26298062:26300926:clu_247_-	0.026836688	0.13275954	0.13420404	0.0014445037
chr1:26298062:26301694:clu_247_-	0.163942	0.079954624	0.09270167	0.012747049
chr1:26298062:26306592:clu_247_-	0.11630479	0.020970805	0.023183044	0.0022122394
chr1:26301024:26301694:clu_247_-	-0.024970926	0.094767496	0.090961896	-0.0038056
chr1:26301053:26301694:clu_247_-	0.024805937	0.018652592	0.01881729	0.00016469881
chr1:26301722:26302813:clu_247_-	0.046921995	0.17018607	0.17552817	0.005342096
chr1:26301722:26306592:clu_247_-	-0.21889025	0.013643028	0.010786803	-0.0028562248
chr1:26302918:26303043:clu_247_-	0.02518601	0.026098417	0.026338872	0.00024045445
chr1:26302918:26306592:clu_247_-	-0.028308282	0.062028337	0.059339084	-0.0026892535
chr1:26303167:26306592:clu_247_-	-0.25490183	0.025840895	0.019708334	-0.0061325617
chr1:26884290:26885973:clu_248_-	-0.047197063	0.42429492	0.42661428	0.0023193657
chr1:26884290:26888969:clu_248_-	0.4044125	0.0021643746	0.0034184682	0.0012540936
chr1:26886133:26888969:clu_248_-	-0.05641109	0.5669693	0.56484	-0.0021292567
chr1:26886986:26888969:clu_248_-	-0.3008044	0.0065714126	0.0051272684	-0.0014441442
chr1:27428933:27429985:clu_249_-	-0.037776634	0.011145306	0.016598575	0.005453269
chr1:27428933:27484505:clu_249_-	0.49949017	0.012438097	0.031700402	0.019262306
chr1:27428933:27489986:clu_249_-	-0.46171358	0.9764166	0.951701	-0.024715602
chr1:27613350:27614430:clu_252_-	-0.2466019	0.5063666	0.50269914	-0.0036674738
chr1:27613350:27614850:clu_252_-	0.48055303	0.0009570833	0.0019660394	0.0010089561
chr1:27614583:27614850:clu_252_-	-0.23395118	0.49267635	0.4953349	0.002658546
chr1:27614922:27615434:clu_253_-	0.02559405	0.09027823	0.09457131	0.0042930767
chr1:27614926:27615434:clu_253_-	-0.025594048	0.9097218	0.90542865	-0.0042931437
chr1:27617006:27617193:clu_254_-	-0.005842857	0.43863365	0.43649775	-0.0021359026
chr1:27617006:27621559:clu_254_-	-0.15121323	0.0034229395	0.0029454096	-0.00047752983
chr1:27617296:27618957:clu_254_-	-0.18123466	0.014840089	0.0123921	-0.0024479888
chr1:27617296:27621559:clu_254_-	0.0036438666	0.53662294	0.5391	0.0024770498
chr1:27619173:27621559:clu_254_-	0.33464688	0.006480451	0.009064798	0.002584347
chr1:27621657:27623042:clu_255_-	0.08589776	0.6197128	0.6209646	0.0012517571
chr1:27621657:27623691:clu_255_-	0.4313148	0.00961025	0.013602655	0.0039924057
chr1:27623070:27623691:clu_255_-	-0.5910118	0.0031743972	0.0016164395	-0.0015579576
chr1:27623144:27623691:clu_255_-	0.07379922	0.36750248	0.3638164	-0.0036860704
chr1:27623926:27625089:clu_256_-	0.032762002	0.034467977	0.03671639	0.0022484139
chr1:27623929:27625089:clu_256_-	-0.032762	0.965532	0.96328366	-0.0022483468
chr1:27625151:27625312:clu_257_-	-0.2586928	0.036399346	0.027926603	-0.0084727425
chr1:27625151:27626046:clu_257_-	0.08289489	0.30801308	0.3325396	0.024526507
chr1:27625151:27626460:clu_257_-	-0.02683467	0.6343508	0.6136895	-0.020661294
chr1:27625151:27635065:clu_257_-	0.20263256	0.02123681	0.02584431	0.0046074986
chr1:27668535:27669221:clu_258_-	-0.069931224	0.07424078	0.06664366	-0.0075971186
chr1:27668535:27669233:clu_258_-	0.018953208	0.140146	0.13749886	-0.0026471466
chr1:27668535:27669245:clu_258_-	0.050978005	0.7856132	0.7958575	0.01024431
chr1:27894397:27895297:clu_260_-	0.0969669	0.0038219974	0.004636172	0.00081417477
chr1:27894397:27897005:clu_260_-	-0.09696689	0.996178	0.99536383	-0.00081413984
chr1:27897121:27897633:clu_261_-	-0.048657108	0.45315984	0.45299235	-0.00016748905
chr1:27897121:27906928:clu_261_-	0.1004558	0.012718227	0.014757912	0.002039685
chr1:27897707:27906928:clu_261_-	-0.0517987	0.53412193	0.53224975	-0.0018721819
chr1:27914169:27914434:clu_262_-	-0.17880338	0.9917228	0.98820645	-0.003516376
chr1:27914169:27914627:clu_262_-	0.17880337	0.008277146	0.011793551	0.003516405
chr1:27997378:27998284:clu_263_-	-0.04707951	0.18140674	0.15977398	-0.02163276
chr1:27997378:27999960:clu_263_-	0.13914576	0.6892527	0.73132056	0.042067885
chr1:27998351:27999960:clu_263_-	-0.09206627	0.12934053	0.108905494	-0.020435035
chr1:28017239:28027789:clu_264_-	0.0026980075	0.23858729	0.2398988	0.0013115108
chr1:28017239:28035544:clu_264_-	-0.008837086	0.54247254	0.53919876	-0.003273785
chr1:28027926:28035544:clu_264_-	0.006139079	0.21894015	0.22090249	0.001962334
chr1:28038905:28042571:clu_265_-	-0.023752809	0.49998313	0.48623338	-0.0137497485
chr1:28038905:28048383:clu_265_-	-0.00963473	0.025234714	0.024889674	-0.0003450401
chr1:28042650:28048383:clu_265_-	0.033387538	0.47478217	0.4888769	0.01409474
chr1:28058094:28080332:clu_266_-	-0.0016420409	0.09485699	0.08980135	-0.0050556436
chr1:28058094:28088524:clu_266_-	0.07407566	0.803794	0.8208087	0.017014682
chr1:28080451:28088524:clu_266_-	-0.07243363	0.10134901	0.089389905	-0.011959106
chr1:28151059:28172265:clu_268_-	0.11369454	0.0036083658	0.004127771	0.00051940535
chr1:28151059:28172457:clu_268_-	0.08526726	0.031423632	0.034939416	0.0035157837
chr1:28151059:28176592:clu_268_-	-0.01854691	0.92357105	0.9256435	0.0020724535
chr1:28172527:28176592:clu_268_-	-0.18041489	0.041396946	0.03528932	-0.0061076246
chr1:28205306:28232921:clu_269_-	0.264639	0.029055215	0.042052858	0.012997642
chr1:28229023:28230131:clu_269_-	-0.14518028	0.019521438	0.018754307	-0.0007671304
chr1:28229023:28232921:clu_269_-	-0.12059684	0.93252456	0.91817594	-0.014348626
chr1:28230252:28232921:clu_269_-	0.001138165	0.01889877	0.02101687	0.0021180995
chr1:28208413:28209972:clu_270_-	0.04211218	0.54040176	0.5439458	0.0035440326
chr1:28208413:28210571:clu_270_-	-0.07073787	0.0038439357	0.0034562468	-0.00038768887
chr1:28210066:28210571:clu_270_-	0.028625699	0.45575437	0.45259795	-0.0031564236
chr1:28240629:28241251:clu_271_-	0.18178338	0.10882048	0.13592927	0.027108788
chr1:28240629:28246576:clu_271_-	0.019154236	0.5000448	0.5308629	0.030818105
chr1:28241422:28246576:clu_271_-	-0.20093761	0.39113474	0.33320782	-0.057926923
chr1:28579587:28579683:clu_272_-	0.07128598	0.041248847	0.045214392	0.0039655454
chr1:28579587:28579912:clu_272_-	-0.015811956	0.74178153	0.74527186	0.0034903288
chr1:28579587:28579942:clu_272_-	-0.055474017	0.21696958	0.20951374	-0.0074558407
chr1:28579981:28580425:clu_273_-	-0.031438444	0.009308272	0.007886996	-0.0014212765
chr1:28579981:28580560:clu_273_-	0.16017948	0.45203063	0.46390492	0.011874288
chr1:28579981:28581590:clu_273_-	-0.103435084	0.0033565129	0.002646446	-0.0007100669
chr1:28580646:28581094:clu_273_-	-0.026098192	0.07578798	0.06455978	-0.011228196
chr1:28580646:28581111:clu_273_-	0.15463689	0.33513463	0.3420372	0.0069025755
chr1:28580646:28581590:clu_273_-	-0.2636703	0.007943899	0.005336042	-0.0026078573
chr1:28581229:28581590:clu_273_-	0.10982563	0.11643808	0.11362862	-0.002809465
chr1:28622165:28642655:clu_274_-	0.3749076	0.018604498	0.030259345	0.011654846
chr1:28622165:28642922:clu_274_-	-0.2535408	0.016422413	0.014247766	-0.0021746475
chr1:28622165:28642992:clu_274_-	-0.12136677	0.9649731	0.9554929	-0.009480178
chr1:29149226:29150103:clu_275_-	-0.016010262	0.31892943	0.31506252	-0.003866911
chr1:29149226:29154696:clu_275_-	0.0147329755	0.028812986	0.029352287	0.00053930096
chr1:29150192:29154696:clu_275_-	0.0012772838	0.6522576	0.6555852	0.003327608
chr1:29160517:29165890:clu_276_-	0.0034278482	0.069555864	0.068503834	-0.0010520294
chr1:29160517:29166729:clu_276_-	-0.08965358	0.016378334	0.014696913	-0.001681421
chr1:29160517:29181646:clu_276_-	0.024958389	0.8368426	0.84212303	0.005280435
chr1:29166064:29166729:clu_276_-	-0.049588945	0.06154673	0.057485886	-0.004060846
chr1:29168638:29181646:clu_276_-	0.1108563	0.015676474	0.017190367	0.0015138928
chr1:29194174:29195941:clu_277_-	0.07382974	0.02833828	0.03269997	0.004361689
chr1:29194179:29195941:clu_277_-	-0.07382973	0.97166175	0.96730006	-0.004361689
chr1:29196013:29196198:clu_278_-	0.20955153	0.947649	0.9649437	0.017294705
chr1:29196042:29196198:clu_278_-	-0.20955151	0.05235098	0.03505624	-0.017294738
chr1:29200589:29201374:clu_279_-	0.18583116	0.0066006393	0.012893593	0.0062929536
chr1:29200589:29201943:clu_279_-	-0.50073695	0.9849627	0.9683559	-0.016606808
chr1:29201518:29201943:clu_279_-	0.31490582	0.008436663	0.018750597	0.010313934
chr1:29202045:29203131:clu_280_-	0.10237111	0.51277655	0.52956754	0.016790986
chr1:29202045:29206762:clu_280_-	-0.14206219	0.013486817	0.010908037	-0.0025787791
chr1:29203233:29206762:clu_280_-	0.03969109	0.47373667	0.45952445	-0.014212221
chr1:29216685:29220838:clu_281_-	0.044676658	0.07265254	0.07709953	0.004446991
chr1:29216685:29230731:clu_281_-	-0.010904009	0.70252055	0.70521504	0.0026944876
chr1:29216812:29220838:clu_281_-	0.1822726	0.022267193	0.027115868	0.004848676
chr1:29216812:29230731:clu_281_-	-0.072414316	0.1197048	0.11299533	-0.0067094713
chr1:29220921:29223140:clu_281_-	-0.05245352	0.022341853	0.02151478	-0.0008270722
chr1:29220921:29230731:clu_281_-	-0.09117737	0.060513068	0.05605953	-0.00445354
chr1:30739937:30741640:clu_282_-	-0.04690335	0.3611756	0.36316133	0.0019857287
chr1:30739937:30742456:clu_282_-	-0.04900803	0.0015219455	0.0015270958	5.1503303e-06
chr1:30739937:30757659:clu_282_-	-0.033480477	0.005315169	0.0054166126	0.00010144338
chr1:30741716:30742456:clu_282_-	-0.05199002	0.37746394	0.3776135	0.00014957786
chr1:30742549:30745918:clu_282_-	0.12611951	0.005062509	0.0060518733	0.0009893645
chr1:30742549:30748661:clu_282_-	0.46457487	8.851467e-05	0.0001484324	5.991773e-05
chr1:30742549:30756396:clu_282_-	-0.34773046	0.0040900637	0.0030441335	-0.0010459302
chr1:30742549:30757659:clu_282_-	-0.061582085	0.24528219	0.24303694	-0.0022452474
chr1:30933342:30935542:clu_284_-	0.0046292176	0.0077890465	0.007860925	7.1878545e-05
chr1:30933342:30936643:clu_284_-	-0.004629217	0.9922109	0.99213904	-7.18832e-05
chr1:30941272:30941998:clu_285_-	0.032778174	0.2928993	0.2801921	-0.012707204
chr1:30941272:30945346:clu_285_-	-0.31970894	0.009490886	0.006382062	-0.0031088237
chr1:30942123:30945346:clu_285_-	0.09473486	0.37325263	0.37988126	0.0066286325
chr1:30942123:30950133:clu_285_-	-0.28889754	0.0038087587	0.002641308	-0.0011674508
chr1:30945483:30949001:clu_285_-	0.26836467	0.0027216277	0.0032951876	0.0005735599
chr1:30945483:30950127:clu_285_-	0.15803713	0.1581266	0.17145169	0.013325095
chr1:30945483:30950133:clu_285_-	0.05469168	0.15970016	0.15615639	-0.0035437644
chr1:30953981:30964674:clu_286_-	-0.024950556	0.5290821	0.52086323	-0.0082188845
chr1:30953981:30965982:clu_286_-	0.017641684	0.031704932	0.032570545	0.0008656122
chr1:30964910:30965982:clu_286_-	0.0073088687	0.43921292	0.44656616	0.007353246
chr1:30966197:30967167:clu_287_-	-0.075696506	0.4419397	0.40499708	-0.03694263
chr1:30966278:30967167:clu_287_-	0.0756965	0.5580603	0.59500295	0.03694266
chr1:30974802:30980062:clu_288_-	0.113034405	0.4650492	0.47757944	0.012530237
chr1:30974802:30981312:clu_288_-	-0.349013	0.02518757	0.016295524	-0.008892046
chr1:30980163:30981312:clu_288_-	0.06786737	0.3003671	0.29483783	-0.0055292547
chr1:30980166:30981312:clu_288_-	0.10248473	0.16876228	0.17149062	0.002728343
chr1:30980178:30981312:clu_288_-	0.06562652	0.040633835	0.03979656	-0.0008372739
chr1:30995220:31005853:clu_289_-	-0.04326953	0.8942916	0.88777137	-0.0065202117
chr1:30995220:31028796:clu_289_-	-0.019201793	0.05099619	0.05185758	0.0008613877
chr1:31007099:31028796:clu_289_-	0.06247132	0.05471216	0.060371023	0.0056588612
